worker_id	addend1	addend2	rt	adjusted_rt
AC5FF0SJI0RXM	7	11	1360	646.0
AC5FF0SJI0RXM	10	8	1316	602.0
AC5FF0SJI0RXM	16	2	1552	838.0
AC5FF0SJI0RXM	18	0	1103	389.0
AC5FF0SJI0RXM	11	7	1245	531.0
AC5FF0SJI0RXM	14	4	1794	1080.0
AC5FF0SJI0RXM	17	1	1764	1050.0
AC5FF0SJI0RXM	12	6	1300	586.0
AC5FF0SJI0RXM	4	14	1201	487.0
AC5FF0SJI0RXM	0	18	1065	351.0
AC5FF0SJI0RXM	2	16	1387	673.0
AC5FF0SJI0RXM	9	9	1536	822.0
AC5FF0SJI0RXM	5	13	1399	685.0
AC5FF0SJI0RXM	9	2	1389	748.6666666666666
AC5FF0SJI0RXM	11	0	716	75.66666666666663
AC5FF0SJI0RXM	2	9	1288	647.6666666666666
AC5FF0SJI0RXM	0	11	673	32.66666666666663
AC5FF0SJI0RXM	6	5	1202	561.6666666666666
AC5FF0SJI0RXM	7	4	3832	3191.6666666666665
AC5FF0SJI0RXM	5	6	834	193.66666666666663
AC5FF0SJI0RXM	8	3	2791	2150.6666666666665
AC5FF0SJI0RXM	4	7	1518	877.6666666666666
AC5FF0SJI0RXM	1	10	1482	841.6666666666666
AC5FF0SJI0RXM	10	1	849	208.66666666666663
AC5FF0SJI0RXM	8	9	1490	714.5
AC5FF0SJI0RXM	6	11	1304	528.5
AC5FF0SJI0RXM	7	10	1313	537.5
AC5FF0SJI0RXM	16	1	1026	250.5
AC5FF0SJI0RXM	0	17	1426	650.5
AC5FF0SJI0RXM	10	7	1172	396.5
AC5FF0SJI0RXM	13	4	1199	423.5
AC5FF0SJI0RXM	1	16	1031	255.5
AC5FF0SJI0RXM	2	15	1290	514.5
AC5FF0SJI0RXM	14	3	1281	505.5
AC5FF0SJI0RXM	15	2	1149	373.5
AC5FF0SJI0RXM	4	13	1382	606.5
AC5FF0SJI0RXM	9	8	2612	1836.5
AC5FF0SJI0RXM	3	14	1272	496.5
AC5FF0SJI0RXM	11	6	1306	530.5
AC5FF0SJI0RXM	5	12	1139	363.5
AC5FF0SJI0RXM	12	5	1472	696.5
AC5FF0SJI0RXM	17	0	1202	426.5
AC5FF0SJI0RXM	0	0	752	15.0
AC5FF0SJI0RXM	2	11	2912	2139.6666666666665
AC5FF0SJI0RXM	8	5	3151	2378.6666666666665
AC5FF0SJI0RXM	4	9	1477	704.6666666666666
AC5FF0SJI0RXM	6	7	1911	1138.6666666666665
AC5FF0SJI0RXM	10	3	1129	356.66666666666663
AC5FF0SJI0RXM	0	13	1197	424.66666666666663
AC5FF0SJI0RXM	12	1	1095	322.66666666666663
AC5FF0SJI0RXM	13	0	979	206.66666666666663
AC5FF0SJI0RXM	3	10	1294	521.6666666666666
AC5FF0SJI0RXM	11	2	1730	957.6666666666666
AC5FF0SJI0RXM	13	1	1100	386.66666666666663
AC5FF0SJI0RXM	10	4	2574	1860.6666666666665
AC5FF0SJI0RXM	11	3	1184	470.66666666666663
AC5FF0SJI0RXM	5	9	2508	1794.6666666666665
AC5FF0SJI0RXM	7	7	997	283.66666666666663
AC5FF0SJI0RXM	9	5	2071	1357.6666666666665
AC5FF0SJI0RXM	0	14	3255	2541.6666666666665
AC5FF0SJI0RXM	4	10	1148	434.66666666666663
AC5FF0SJI0RXM	8	6	3130	2416.6666666666665
AC5FF0SJI0RXM	14	0	1911	1197.6666666666665
AC5FF0SJI0RXM	2	12	1252	538.6666666666666
AC5FF0SJI0RXM	3	11	1272	558.6666666666666
AC5FF0SJI0RXM	1	13	1302	588.6666666666666
AC5FF0SJI0RXM	12	2	1677	963.6666666666666
AC5FF0SJI0RXM	6	8	2889	2175.6666666666665
AC5FF0SJI0RXM	1	0	721	155.33333333333337
AC5FF0SJI0RXM	0	1	734	168.33333333333337
AC5FF0SJI0RXM	3	0	1088	53.5
AC5FF0SJI0RXM	0	3	956	-78.5
AC5FF0SJI0RXM	2	1	1050	15.5
AC5FF0SJI0RXM	1	2	2627	1592.5
AC5FF0SJI0RXM	8	4	3108	2348.5
AC5FF0SJI0RXM	11	1	2158	1398.5
AC5FF0SJI0RXM	5	7	3698	2938.5
AC5FF0SJI0RXM	3	9	1203	443.5
AC5FF0SJI0RXM	6	6	1347	587.5
AC5FF0SJI0RXM	1	11	2346	1586.5
AC5FF0SJI0RXM	9	3	1231	471.5
AC5FF0SJI0RXM	10	2	1750	990.5
AC5FF0SJI0RXM	0	12	967	207.5
AC5FF0SJI0RXM	12	0	1045	285.5
AC5FF0SJI0RXM	4	8	3979	3219.5
AC5FF0SJI0RXM	9	10	1654	983.0
AC5FF0SJI0RXM	3	16	1578	907.0
AC5FF0SJI0RXM	8	11	1475	804.0
AC5FF0SJI0RXM	0	19	1371	700.0
AC5FF0SJI0RXM	19	0	1178	507.0
AC5FF0SJI0RXM	5	14	1350	679.0
AC5FF0SJI0RXM	13	6	1288	617.0
AC5FF0SJI0RXM	15	4	1968	1297.0
AC5FF0SJI0RXM	1	18	1149	478.0
AC5FF0SJI0RXM	10	9	1484	813.0
AC5FF0SJI0RXM	4	15	1516	845.0
AC5FF0SJI0RXM	12	7	1905	1234.0
AC5FF0SJI0RXM	11	8	1892	1221.0
AC5FF0SJI0RXM	17	2	2263	1592.0
AC5FF0SJI0RXM	14	5	1441	770.0
AC5FF0SJI0RXM	2	17	3403	2732.0
AC5FF0SJI0RXM	16	3	1108	437.0
AC5FF0SJI0RXM	6	13	1234	563.0
AC5FF0SJI0RXM	1	1	825	113.66666666666663
AC5FF0SJI0RXM	0	2	957	245.66666666666663
AC5FF0SJI0RXM	2	0	843	131.66666666666663
AC5FF0SJI0RXM	7	8	2871	2152.0
AC5FF0SJI0RXM	10	5	1059	340.0
AC5FF0SJI0RXM	1	14	1058	339.0
AC5FF0SJI0RXM	2	13	1644	925.0
AC5FF0SJI0RXM	12	3	1163	444.0
AC5FF0SJI0RXM	5	10	1276	557.0
AC5FF0SJI0RXM	3	12	1257	538.0
AC5FF0SJI0RXM	11	4	1092	373.0
AC5FF0SJI0RXM	8	7	2853	2134.0
AC5FF0SJI0RXM	4	11	1587	868.0
AC5FF0SJI0RXM	14	1	1062	343.0
AC5FF0SJI0RXM	13	2	1952	1233.0
AC5FF0SJI0RXM	9	6	2106	1387.0
AC5FF0SJI0RXM	0	15	1477	758.0
AC5FF0SJI0RXM	6	3	2315	1512.0
AC5FF0SJI0RXM	0	9	807	4.0
AC5FF0SJI0RXM	4	5	789	-14.0
AC5FF0SJI0RXM	7	2	1604	801.0
AC5FF0SJI0RXM	3	6	825	22.0
AC5FF0SJI0RXM	8	1	778	-25.0
AC5FF0SJI0RXM	1	8	1412	609.0
AC5FF0SJI0RXM	2	7	1295	492.0
AC5FF0SJI0RXM	9	0	1048	245.0
AC5FF0SJI0RXM	5	4	1486	683.0
AC5FF0SJI0RXM	5	0	1201	326.33333333333337
AC5FF0SJI0RXM	3	2	1013	138.33333333333337
AC5FF0SJI0RXM	1	4	928	53.33333333333337
AC5FF0SJI0RXM	2	3	1590	715.3333333333334
AC5FF0SJI0RXM	0	5	1236	361.33333333333337
AC5FF0SJI0RXM	4	1	1109	234.33333333333337
AC5FF0SJI0RXM	4	3	1039	154.66666666666663
AC5FF0SJI0RXM	7	0	2073	1188.6666666666665
AC5FF0SJI0RXM	2	5	1017	132.66666666666663
AC5FF0SJI0RXM	3	4	1138	253.66666666666663
AC5FF0SJI0RXM	0	7	1399	514.6666666666666
AC5FF0SJI0RXM	5	2	991	106.66666666666663
AC5FF0SJI0RXM	6	1	1152	267.66666666666663
AC5FF0SJI0RXM	1	6	917	32.66666666666663
AC5FF0SJI0RXM	3	3	1371	494.66666666666663
AC5FF0SJI0RXM	2	4	1156	279.66666666666663
AC5FF0SJI0RXM	5	1	982	105.66666666666663
AC5FF0SJI0RXM	6	0	1075	198.66666666666663
AC5FF0SJI0RXM	4	2	1070	193.66666666666663
AC5FF0SJI0RXM	0	6	1027	150.66666666666663
AC5FF0SJI0RXM	1	5	1127	250.66666666666663
AC5FF0SJI0RXM	1	3	1706	876.0
AC5FF0SJI0RXM	0	4	1141	311.0
AC5FF0SJI0RXM	2	2	961	131.0
AC5FF0SJI0RXM	3	1	977	147.0
AC5FF0SJI0RXM	4	0	972	142.0
A1WELSASLGM0P4	0	14	935	-319.0
A1WELSASLGM0P4	1	13	1188	-66.0
A1WELSASLGM0P4	4	10	1376	122.0
A1WELSASLGM0P4	5	9	997	-257.0
A1WELSASLGM0P4	9	5	1579	325.0
A1WELSASLGM0P4	13	1	1114	-140.0
A1WELSASLGM0P4	12	2	969	-285.0
A1WELSASLGM0P4	8	6	1329	75.0
A1WELSASLGM0P4	2	12	1189	-65.0
A1WELSASLGM0P4	14	0	1201	-53.0
A1WELSASLGM0P4	10	4	1098	-156.0
A1WELSASLGM0P4	7	7	1297	43.0
A1WELSASLGM0P4	1	9	1234	223.33333333333337
A1WELSASLGM0P4	3	7	1173	162.33333333333337
A1WELSASLGM0P4	4	6	1688	677.3333333333334
A1WELSASLGM0P4	7	3	1084	73.33333333333337
A1WELSASLGM0P4	6	4	1169	158.33333333333337
A1WELSASLGM0P4	5	5	1129	118.33333333333337
A1WELSASLGM0P4	2	8	1438	427.33333333333337
A1WELSASLGM0P4	8	2	1344	333.33333333333337
A1WELSASLGM0P4	8	4	1089	370.0
A1WELSASLGM0P4	11	1	1037	318.0
A1WELSASLGM0P4	2	10	1030	311.0
A1WELSASLGM0P4	4	8	1030	311.0
A1WELSASLGM0P4	1	11	1021	302.0
A1WELSASLGM0P4	10	2	957	238.0
A1WELSASLGM0P4	12	0	1188	469.0
A1WELSASLGM0P4	9	3	2076	1357.0
A1WELSASLGM0P4	5	7	1007	288.0
A1WELSASLGM0P4	3	9	1734	1015.0
A1WELSASLGM0P4	0	12	881	162.0
A1WELSASLGM0P4	6	6	1011	292.0
A1WELSASLGM0P4	3	12	1111	360.0
A1WELSASLGM0P4	2	13	2425	1674.0
A1WELSASLGM0P4	11	4	1163	412.0
A1WELSASLGM0P4	1	14	1399	648.0
A1WELSASLGM0P4	4	11	1405	654.0
A1WELSASLGM0P4	10	5	993	242.0
A1WELSASLGM0P4	6	9	1524	773.0
A1WELSASLGM0P4	7	8	1604	853.0
A1WELSASLGM0P4	9	6	2001	1250.0
A1WELSASLGM0P4	8	7	1510	759.0
A1WELSASLGM0P4	5	10	1301	550.0
A1WELSASLGM0P4	12	3	1131	380.0
A1WELSASLGM0P4	15	0	1122	371.0
A1WELSASLGM0P4	3	2	1036	-131.0
A1WELSASLGM0P4	5	0	1303	136.0
A1WELSASLGM0P4	1	4	1070	-97.0
A1WELSASLGM0P4	0	5	1051	-116.0
A1WELSASLGM0P4	4	1	1162	-5.0
A1WELSASLGM0P4	2	3	1024	-143.0
A1WELSASLGM0P4	2	11	1228	458.0
A1WELSASLGM0P4	8	5	1674	904.0
A1WELSASLGM0P4	11	2	1408	638.0
A1WELSASLGM0P4	0	13	978	208.0
A1WELSASLGM0P4	5	8	1733	963.0
A1WELSASLGM0P4	12	1	1010	240.0
A1WELSASLGM0P4	1	12	1239	469.0
A1WELSASLGM0P4	9	0	1109	139.66666666666663
A1WELSASLGM0P4	3	6	1338	368.66666666666663
A1WELSASLGM0P4	1	8	1324	354.66666666666663
A1WELSASLGM0P4	8	1	1618	648.6666666666666
A1WELSASLGM0P4	6	3	1235	265.66666666666663
A1WELSASLGM0P4	2	7	1247	277.66666666666663
A1WELSASLGM0P4	4	5	1374	404.66666666666663
A1WELSASLGM0P4	5	4	1046	76.66666666666663
A1WELSASLGM0P4	0	9	1209	239.66666666666663
A1WELSASLGM0P4	7	2	1242	272.66666666666663
A1WELSASLGM0P4	14	2	1199	266.0
A1WELSASLGM0P4	10	6	1053	120.0
A1WELSASLGM0P4	5	11	1504	571.0
A1WELSASLGM0P4	11	5	1420	487.0
A1WELSASLGM0P4	0	16	1477	544.0
A1WELSASLGM0P4	8	8	1263	330.0
A1WELSASLGM0P4	1	15	1610	677.0
A1WELSASLGM0P4	4	12	1353	420.0
A1WELSASLGM0P4	13	3	2027	1094.0
A1WELSASLGM0P4	3	13	1257	324.0
A1WELSASLGM0P4	7	9	2187	1254.0
A1WELSASLGM0P4	2	14	1395	462.0
A1WELSASLGM0P4	9	7	1844	911.0
A1WELSASLGM0P4	12	4	1614	681.0
A1WELSASLGM0P4	6	10	1397	464.0
A1WELSASLGM0P4	5	3	1131	89.33333333333326
A1WELSASLGM0P4	7	1	1270	228.33333333333326
A1WELSASLGM0P4	6	2	1278	236.33333333333326
A1WELSASLGM0P4	0	8	1153	111.33333333333326
A1WELSASLGM0P4	8	0	1160	118.33333333333326
A1WELSASLGM0P4	3	5	1189	147.33333333333326
A1WELSASLGM0P4	4	4	1110	68.33333333333326
A1WELSASLGM0P4	1	7	1674	632.3333333333333
A1WELSASLGM0P4	2	6	1260	218.33333333333326
A1WELSASLGM0P4	16	2	1428	681.0
A1WELSASLGM0P4	18	0	1093	346.0
A1WELSASLGM0P4	8	10	1173	426.0
A1WELSASLGM0P4	11	7	1883	1136.0
A1WELSASLGM0P4	15	3	1177	430.0
A1WELSASLGM0P4	5	13	1995	1248.0
A1WELSASLGM0P4	1	17	1876	1129.0
A1WELSASLGM0P4	6	12	1406	659.0
A1WELSASLGM0P4	7	11	1601	854.0
A1WELSASLGM0P4	9	9	1180	433.0
A1WELSASLGM0P4	17	1	1375	628.0
A1WELSASLGM0P4	2	16	1626	879.0
A1WELSASLGM0P4	3	15	1378	631.0
A1WELSASLGM0P4	0	18	1050	303.0
A1WELSASLGM0P4	4	14	1182	435.0
A1WELSASLGM0P4	12	6	1243	496.0
A1WELSASLGM0P4	13	5	1594	847.0
A1WELSASLGM0P4	0	20	2293	1312.3333333333335
A1WELSASLGM0P4	8	12	1190	209.33333333333337
A1WELSASLGM0P4	14	6	1390	409.33333333333337
A1WELSASLGM0P4	9	11	2044	1063.3333333333335
A1WELSASLGM0P4	16	4	1196	215.33333333333337
A1WELSASLGM0P4	1	19	1338	357.33333333333337
A1WELSASLGM0P4	17	3	1371	390.33333333333337
A1WELSASLGM0P4	4	16	1291	310.33333333333337
A1WELSASLGM0P4	10	10	1327	346.33333333333337
A1WELSASLGM0P4	15	5	1796	815.3333333333334
A1WELSASLGM0P4	3	17	1308	327.33333333333337
A1WELSASLGM0P4	13	7	1484	503.33333333333337
A1WELSASLGM0P4	7	13	1308	327.33333333333337
A1WELSASLGM0P4	18	2	1564	583.3333333333334
A1WELSASLGM0P4	11	9	1421	440.33333333333337
A1WELSASLGM0P4	12	8	1121	140.33333333333337
A1WELSASLGM0P4	19	1	1761	780.3333333333334
A1WELSASLGM0P4	5	15	1247	266.33333333333337
A1WELSASLGM0P4	6	14	1645	664.3333333333334
A1WELSASLGM0P4	2	18	1436	455.33333333333337
A1WELSASLGM0P4	20	0	1340	359.33333333333337
A1WELSASLGM0P4	16	1	1287	514.6666666666666
A1WELSASLGM0P4	7	10	1139	366.66666666666663
A1WELSASLGM0P4	12	5	1388	615.6666666666666
A1WELSASLGM0P4	4	13	2630	1857.6666666666665
A1WELSASLGM0P4	1	16	1117	344.66666666666663
A1WELSASLGM0P4	11	6	1780	1007.6666666666666
A1WELSASLGM0P4	2	15	2000	1227.6666666666665
A1WELSASLGM0P4	9	8	2057	1284.6666666666665
A1WELSASLGM0P4	14	3	1223	450.66666666666663
A1WELSASLGM0P4	10	7	1003	230.66666666666663
A1WELSASLGM0P4	5	12	1654	881.6666666666666
A1WELSASLGM0P4	17	0	1580	807.6666666666666
A1WELSASLGM0P4	3	14	1563	790.6666666666666
A1WELSASLGM0P4	6	11	1442	669.6666666666666
A1WELSASLGM0P4	15	2	1296	523.6666666666666
A1WELSASLGM0P4	0	17	1196	423.66666666666663
A1WELSASLGM0P4	3	3	1088	-47.33333333333326
A1WELSASLGM0P4	6	0	1332	196.66666666666674
A1WELSASLGM0P4	1	5	1146	10.666666666666742
A1WELSASLGM0P4	0	6	1362	226.66666666666674
A1WELSASLGM0P4	2	4	1239	103.66666666666674
A1WELSASLGM0P4	5	1	1189	53.66666666666674
A1WELSASLGM0P4	4	2	1337	201.66666666666674
A1WELSASLGM0P4	8	3	2003	1379.0
A1WELSASLGM0P4	7	4	2503	1879.0
A1WELSASLGM0P4	3	8	1702	1078.0
A1WELSASLGM0P4	9	2	897	273.0
A1WELSASLGM0P4	0	11	1026	402.0
A1WELSASLGM0P4	4	7	1783	1159.0
A1WELSASLGM0P4	5	6	911	287.0
A1WELSASLGM0P4	2	9	1049	425.0
A1WELSASLGM0P4	11	0	877	253.0
A1WELSASLGM0P4	6	5	882	258.0
A1WELSASLGM0P4	10	1	997	373.0
A1WELSASLGM0P4	1	2	950	47.66666666666663
A1WELSASLGM0P4	2	1	948	45.66666666666663
A1WELSASLGM0P4	0	3	922	19.66666666666663
A1WELSASLGM0P4	3	0	1030	127.66666666666663
A1WELSASLGM0P4	1	0	1021	326.66666666666663
A1WELSASLGM0P4	0	1	832	137.66666666666663
A1WELSASLGM0P4	3	16	1713	971.0
A1WELSASLGM0P4	7	12	2248	1506.0
A1WELSASLGM0P4	0	19	1023	281.0
A1WELSASLGM0P4	2	17	1130	388.0
A1WELSASLGM0P4	11	8	924	182.0
A1WELSASLGM0P4	8	11	1834	1092.0
A1WELSASLGM0P4	12	7	1196	454.0
A1WELSASLGM0P4	4	15	1195	453.0
A1WELSASLGM0P4	9	10	1132	390.0
A1WELSASLGM0P4	13	6	1164	422.0
A1WELSASLGM0P4	17	2	918	176.0
A1WELSASLGM0P4	19	0	1463	721.0
A1WELSASLGM0P4	1	18	1485	743.0
A1WELSASLGM0P4	14	5	1259	517.0
A1WELSASLGM0P4	10	9	1175	433.0
A1WELSASLGM0P4	5	14	1390	648.0
A1WELSASLGM0P4	0	4	1114	146.66666666666663
A1WELSASLGM0P4	1	3	1085	117.66666666666663
A1WELSASLGM0P4	2	2	1061	93.66666666666663
A1WELSASLGM0P4	3	1	1108	140.66666666666663
A1WELSASLGM0P4	4	0	1136	168.66666666666663
A1WELSASLGM0P4	3	4	1200	285.66666666666663
A1WELSASLGM0P4	1	6	1188	273.66666666666663
A1WELSASLGM0P4	6	1	1347	432.66666666666663
A1WELSASLGM0P4	0	7	1142	227.66666666666663
A1WELSASLGM0P4	7	0	1433	518.6666666666666
A1WELSASLGM0P4	5	2	1222	307.66666666666663
A1WELSASLGM0P4	4	3	1254	339.66666666666663
A1WELSASLGM0P4	2	5	1291	376.66666666666663
A1WELSASLGM0P4	0	0	1037	62.33333333333337
A1WELSASLGM0P4	1	1	1005	251.0
A1WELSASLGM0P4	2	0	1063	309.0
A1WELSASLGM0P4	0	2	905	151.0
A37DKV7XQI7N5J	0	19	781	231.0
A37DKV7XQI7N5J	19	0	629	79.0
A37DKV7XQI7N5J	3	16	877	327.0
A37DKV7XQI7N5J	17	2	874	324.0
A37DKV7XQI7N5J	10	9	675	125.0
A37DKV7XQI7N5J	16	3	763	213.0
A37DKV7XQI7N5J	7	12	711	161.0
A37DKV7XQI7N5J	5	14	807	257.0
A37DKV7XQI7N5J	18	1	744	194.0
A37DKV7XQI7N5J	8	11	792	242.0
A37DKV7XQI7N5J	2	17	740	190.0
A37DKV7XQI7N5J	1	18	790	240.0
A37DKV7XQI7N5J	9	10	682	132.0
A37DKV7XQI7N5J	15	4	1103	553.0
A37DKV7XQI7N5J	14	5	688	138.0
A37DKV7XQI7N5J	4	15	944	394.0
A37DKV7XQI7N5J	6	13	781	231.0
A37DKV7XQI7N5J	3	14	911	439.0
A37DKV7XQI7N5J	7	10	782	310.0
A37DKV7XQI7N5J	13	4	825	353.0
A37DKV7XQI7N5J	1	16	719	247.0
A37DKV7XQI7N5J	14	3	678	206.0
A37DKV7XQI7N5J	6	11	758	286.0
A37DKV7XQI7N5J	12	5	1084	612.0
A37DKV7XQI7N5J	11	6	783	311.0
A37DKV7XQI7N5J	5	12	695	223.0
A37DKV7XQI7N5J	8	9	742	270.0
A37DKV7XQI7N5J	4	13	787	315.0
A37DKV7XQI7N5J	15	2	651	179.0
A37DKV7XQI7N5J	16	1	811	339.0
A37DKV7XQI7N5J	10	7	732	260.0
A37DKV7XQI7N5J	17	0	696	224.0
A37DKV7XQI7N5J	9	8	786	314.0
A37DKV7XQI7N5J	0	17	647	175.0
A37DKV7XQI7N5J	3	15	810	296.66666666666663
A37DKV7XQI7N5J	13	5	814	300.66666666666663
A37DKV7XQI7N5J	0	18	659	145.66666666666663
A37DKV7XQI7N5J	10	8	835	321.66666666666663
A37DKV7XQI7N5J	6	12	820	306.66666666666663
A37DKV7XQI7N5J	18	0	801	287.66666666666663
A37DKV7XQI7N5J	1	17	724	210.66666666666663
A37DKV7XQI7N5J	16	2	741	227.66666666666663
A37DKV7XQI7N5J	11	7	905	391.66666666666663
A37DKV7XQI7N5J	8	10	673	159.66666666666663
A37DKV7XQI7N5J	15	3	949	435.66666666666663
A37DKV7XQI7N5J	5	13	707	193.66666666666663
A37DKV7XQI7N5J	14	4	787	273.66666666666663
A37DKV7XQI7N5J	7	11	787	273.66666666666663
A37DKV7XQI7N5J	9	9	795	281.66666666666663
A37DKV7XQI7N5J	4	14	711	197.66666666666663
A37DKV7XQI7N5J	12	6	997	483.66666666666663
A37DKV7XQI7N5J	17	1	666	152.66666666666663
A37DKV7XQI7N5J	2	16	799	285.66666666666663
A37DKV7XQI7N5J	11	2	1077	559.6666666666666
A37DKV7XQI7N5J	6	7	724	206.66666666666663
A37DKV7XQI7N5J	10	3	756	238.66666666666663
A37DKV7XQI7N5J	2	11	876	358.66666666666663
A37DKV7XQI7N5J	13	0	697	179.66666666666663
A37DKV7XQI7N5J	7	6	820	302.66666666666663
A37DKV7XQI7N5J	8	5	1089	571.6666666666666
A37DKV7XQI7N5J	3	10	741	223.66666666666663
A37DKV7XQI7N5J	0	13	698	180.66666666666663
A37DKV7XQI7N5J	1	12	779	261.66666666666663
A37DKV7XQI7N5J	4	9	765	247.66666666666663
A37DKV7XQI7N5J	0	4	698	97.66666666666663
A37DKV7XQI7N5J	4	0	739	138.66666666666663
A37DKV7XQI7N5J	3	1	734	133.66666666666663
A37DKV7XQI7N5J	1	3	813	212.66666666666663
A37DKV7XQI7N5J	2	2	787	186.66666666666663
A37DKV7XQI7N5J	4	12	865	338.33333333333337
A37DKV7XQI7N5J	15	1	768	241.33333333333337
A37DKV7XQI7N5J	3	13	807	280.33333333333337
A37DKV7XQI7N5J	13	3	962	435.33333333333337
A37DKV7XQI7N5J	9	7	863	336.33333333333337
A37DKV7XQI7N5J	7	9	793	266.33333333333337
A37DKV7XQI7N5J	16	0	618	91.33333333333337
A37DKV7XQI7N5J	14	2	896	369.33333333333337
A37DKV7XQI7N5J	5	11	724	197.33333333333337
A37DKV7XQI7N5J	6	10	847	320.33333333333337
A37DKV7XQI7N5J	1	15	801	274.33333333333337
A37DKV7XQI7N5J	8	8	749	222.33333333333337
A37DKV7XQI7N5J	10	6	724	197.33333333333337
A37DKV7XQI7N5J	2	14	793	266.33333333333337
A37DKV7XQI7N5J	12	4	850	323.33333333333337
A37DKV7XQI7N5J	11	5	831	304.33333333333337
A37DKV7XQI7N5J	0	16	662	135.33333333333337
A37DKV7XQI7N5J	3	12	749	235.66666666666663
A37DKV7XQI7N5J	4	11	952	438.66666666666663
A37DKV7XQI7N5J	5	10	686	172.66666666666663
A37DKV7XQI7N5J	7	8	741	227.66666666666663
A37DKV7XQI7N5J	15	0	693	179.66666666666663
A37DKV7XQI7N5J	12	3	730	216.66666666666663
A37DKV7XQI7N5J	10	5	908	394.66666666666663
A37DKV7XQI7N5J	14	1	870	356.66666666666663
A37DKV7XQI7N5J	2	13	812	298.66666666666663
A37DKV7XQI7N5J	13	2	683	169.66666666666663
A37DKV7XQI7N5J	8	7	731	217.66666666666663
A37DKV7XQI7N5J	0	15	651	137.66666666666663
A37DKV7XQI7N5J	1	14	858	344.66666666666663
A37DKV7XQI7N5J	10	10	729	131.33333333333337
A37DKV7XQI7N5J	2	18	813	215.33333333333337
A37DKV7XQI7N5J	8	12	1064	466.33333333333337
A37DKV7XQI7N5J	9	11	1258	660.3333333333334
A37DKV7XQI7N5J	7	13	861	263.33333333333337
A37DKV7XQI7N5J	11	9	789	191.33333333333337
A37DKV7XQI7N5J	12	8	1049	451.33333333333337
